sex,age,educ,hours,income_more_50K
 Male,35,10,40,0
 Male,43,13,55,1
 Male,39,10,60,0
 Male,36,9,40,0
 Female,29,12,13,0
 Male,25,9,40,0
 Male,54,6,45,1
 Male,24,9,44,0
 Male,50,13,60,1
 Male,70,6,50,0
 Male,61,13,48,1
 Male,51,13,40,0
 Male,38,14,70,0
 Female,51,9,40,1
 Male,28,9,40,0
 Male,66,15,25,1
 Male,57,9,60,1
 Male,44,13,50,1
 Female,29,10,40,0
 Female,21,10,40,0
 Male,42,6,43,1
 Male,74,15,50,1
 Female,50,10,40,0
 Female,65,9,14,0
 Female,64,9,38,0
 Female,44,7,30,0
 Male,34,11,50,1
 Male,17,6,10,0
 Female,17,6,40,0
 Male,43,10,60,0
 Female,32,12,40,0
 Male,54,13,40,1
 Female,20,10,20,0
 Male,23,10,10,0
 Male,34,9,45,0
 Male,30,10,20,0
 Male,32,4,40,0
 Male,40,13,60,1
 Male,28,10,40,0
 Male,44,9,45,1
 Female,29,11,35,1
 Male,28,16,50,0
 Male,37,10,40,0
 Male,56,10,40,0
 Male,27,13,40,0
 Female,34,9,20,0
 Male,37,9,40,0
 Male,66,13,40,1
 Male,19,9,30,0
 Female,60,11,40,0
 Male,54,10,30,0
 Male,47,9,40,1
 Male,47,10,48,1
 Male,48,11,60,0
 Male,57,9,60,0
 Male,50,10,50,1
 Female,62,5,25,0
 Male,45,10,40,0
 Male,55,9,40,0
 Female,62,9,32,0
 Male,25,6,40,0
 Female,49,7,38,0
 Female,32,10,40,0
 Male,25,9,40,0
 Male,39,10,50,0
 Male,27,10,50,0
 Male,43,9,40,1
 Female,30,9,40,0
 Female,21,10,20,0
 Female,33,15,40,1
 Male,33,10,50,0
 Female,33,7,38,0
 Female,70,4,35,0
 Male,25,10,42,0
 Male,17,7,25,0
 Male,20,10,40,0
 Male,19,10,35,0
 Male,71,10,40,1
 Male,31,12,40,0
 Male,26,13,55,0
 Male,52,14,40,0
 Female,26,13,40,0
 Male,38,9,45,0
 Male,25,10,40,0
 Female,22,13,9,0
 Male,48,10,40,1
 Male,53,9,40,1
 Male,30,12,50,0
 Male,44,10,60,1
 Male,32,13,56,1
 Male,59,7,20,0
 Female,49,10,40,0
 Male,65,9,40,0
 Male,31,9,50,1
 Male,53,3,40,1
 Male,44,5,40,0
 Male,36,13,55,1
 Female,36,9,40,0
 Male,37,5,50,1
 Male,63,13,54,1
 Female,67,9,30,1
 Male,29,13,40,0
 Male,52,9,40,0
 Male,37,9,40,0
 Female,21,10,40,0
 Female,36,10,38,0
 Female,24,9,30,0
 Male,31,9,40,0
 Female,54,9,35,0
 Male,44,13,40,0
 Male,18,10,30,0
 Female,41,9,40,0
 Female,37,14,70,0
 Male,30,9,40,0
 Male,26,13,20,0
 Male,68,16,50,0
 Male,31,10,40,0
 Male,48,9,40,0
 Male,80,9,8,0
 Male,26,10,40,0
 Male,63,5,40,0
 Male,19,10,20,0
 Female,30,10,30,0
 Male,42,9,60,0
 Male,64,12,40,1
 Male,32,13,40,0
 Male,50,9,47,0
 Male,73,9,40,0
 Female,32,13,40,0
 Male,53,10,45,1
 Male,58,13,40,0
 Male,37,10,40,1
 Male,24,10,15,0
 Male,53,13,50,1
 Female,23,10,40,0
 Female,42,12,40,0
 Female,30,9,40,0
 Female,38,13,35,0
 Male,28,9,40,0
 Female,19,8,20,0
 Male,45,9,40,0
 Male,26,13,40,0
 Female,33,5,40,0
 Male,29,9,50,0
 Female,54,14,55,1
 Female,23,10,50,0
 Male,43,9,55,1
 Female,37,5,30,0
 Male,31,4,40,0
 Male,56,8,40,0
 Male,25,7,40,0
 Female,17,7,25,0
 Female,37,9,68,0
 Male,60,11,40,0
 Female,59,13,40,0
 Male,59,9,40,1
 Male,46,15,40,1
 Male,28,9,16,0
 Male,33,9,40,0
 Male,24,9,50,0
 Female,29,9,40,1
 Female,33,11,99,0
 Male,29,9,40,0
 Male,23,10,40,0
 Male,20,10,25,0
 Female,60,9,44,0
 Female,44,6,35,0
 Male,18,9,25,0
 Female,52,8,40,0
 Male,31,9,45,0
 Female,30,13,55,1
 Male,33,9,40,0
 Female,20,10,32,0
 Female,27,13,35,1
 Female,33,11,50,0
 Female,25,9,35,0
 Female,63,9,20,0
 Male,63,10,35,0
 Female,43,9,30,0
 Female,58,7,40,0
 Female,70,11,35,0
 Female,35,11,40,1
 Male,42,10,55,1
 Male,20,10,25,0
 Male,35,9,40,0
 Male,62,5,40,0
 Female,41,9,50,0
 Female,43,13,35,0
 Male,19,8,40,0
 Female,46,9,40,0
 Male,47,13,50,1
 Male,36,13,40,1
 Female,45,12,40,0
 Male,48,6,30,0
 Female,29,12,40,0
 Male,48,13,40,1
 Female,36,9,25,0
 Male,58,7,40,0
 Female,43,9,40,0
 Male,59,13,4,0
 Male,42,13,40,0
 Male,33,11,40,1
 Male,23,10,40,0
 Male,21,10,25,0
 Female,48,3,40,0
 Male,32,9,40,0
 Male,31,10,50,1
 Female,66,14,40,0
 Male,23,13,32,0
 Female,52,10,35,1
 Male,17,7,15,0
 Male,35,10,43,1
 Male,39,16,55,1
 Female,21,10,10,0
 Female,24,10,40,0
 Male,45,9,84,1
 Male,25,9,50,0
 Male,29,13,40,0
 Male,56,13,44,1
 Male,34,9,40,0
 Male,64,9,40,1
 Male,27,9,39,0
 Male,47,9,40,0
 Male,36,13,42,1
 Male,44,9,40,0
 Female,31,9,60,0
 Female,23,9,35,0
 Male,45,10,50,1
 Male,31,9,64,0
 Male,45,6,60,0
 Female,42,9,35,0
 Male,33,12,40,1
 Female,33,14,40,0
 Female,30,10,20,1
 Male,25,10,42,0
 Female,33,14,32,0
 Male,70,14,8,1
 Male,22,5,40,0
 Male,30,13,40,1
 Male,46,12,50,1
 Male,43,8,60,0
 Female,37,4,25,0
 Male,59,10,60,1
 Male,51,9,45,0
 Male,47,13,65,0
 Male,36,10,60,0
 Male,73,3,6,0
 Female,32,14,40,0
 Male,34,9,50,0
 Male,51,9,40,0
 Female,20,9,45,0
 Male,57,10,40,0
 Male,19,10,20,0
 Male,45,8,40,1
 Male,55,6,40,0
 Male,60,10,40,0
 Male,19,9,40,0
 Male,35,9,40,0
 Female,20,9,30,0
 Male,34,13,15,0
 Male,26,15,40,1
 Female,73,10,40,0
 Male,27,14,55,0
 Male,37,11,84,0
 Male,73,9,40,0
 Male,46,11,40,1
 Male,36,9,40,0
 Male,54,9,60,1
 Male,49,7,50,0
 Male,68,9,40,0
 Male,34,13,50,0
 Male,30,11,40,0
 Male,28,13,50,0
 Male,28,7,50,1
 Male,25,10,40,0
 Male,26,10,40,0
 Male,40,10,55,1
 Female,32,9,40,0
 Female,60,7,20,0
 Female,18,8,30,0
 Male,36,13,40,0
 Female,26,13,40,0
 Female,24,9,45,0
 Male,90,9,40,0
 Female,20,10,40,0
 Male,27,13,50,0
 Female,58,13,50,0
 Male,37,14,40,1
 Female,65,9,75,0
 Male,28,9,40,0
 Female,36,13,60,0
 Male,45,9,40,1
 Male,23,9,48,0
 Male,69,9,35,0
 Male,58,9,40,0
 Male,22,9,20,0
 Male,58,13,35,0
 Male,53,10,60,1
 Male,44,9,60,0
 Male,31,6,40,0
 Female,46,13,40,0
 Male,48,9,40,0
 Female,46,10,40,0
 Female,43,5,40,0
 Female,43,10,40,0
 Male,17,6,15,0
 Male,20,10,40,0
 Female,22,10,35,0
 Male,19,10,35,0
 Female,35,10,40,0
 Male,29,13,40,0
 Female,18,10,40,0
 Male,25,9,35,0
 Male,54,6,40,0
 Female,23,10,16,0
 Female,36,3,35,0
 Male,26,9,50,0
 Male,25,9,40,0
 Female,46,5,40,0
 Female,41,10,50,0
 Male,31,9,40,0
 Male,48,14,40,1
 Female,52,14,50,0
 Male,22,9,43,0
 Male,18,9,25,0
 Female,46,10,40,0
 Male,34,10,40,0
 Male,30,9,48,0
 Male,31,7,40,0
 Male,21,9,40,0
 Male,41,9,45,0
 Male,45,13,60,1
 Male,30,13,40,0
 Male,21,5,35,0
 Female,44,10,46,0
 Female,54,7,50,1
 Male,36,9,40,1
 Male,50,13,50,1
 Female,26,13,35,0
 Male,47,15,35,0
 Male,36,9,37,0
 Male,32,10,60,0
 Female,21,6,35,0
 Male,30,9,45,0
 Female,34,9,40,0
 Male,51,9,45,0
 Male,55,6,50,0
 Male,43,10,40,0
 Male,37,9,30,0
 Female,28,10,40,0
 Male,39,10,50,0
 Male,35,9,40,0
 Male,59,14,20,0
 Male,26,9,36,0
 Male,68,9,40,0
 Male,46,15,40,1
 Male,21,9,37,0
 Female,23,10,20,0
 Female,17,6,30,0
 Female,23,9,40,0
 Male,34,9,15,0
 Female,33,12,40,0
 Male,31,12,45,0
 Female,31,13,30,0
 Male,56,9,40,0
 Female,21,9,40,0
 Female,45,9,40,0
 Male,41,13,40,1
 Female,26,6,30,0
 Female,41,7,40,0
 Male,46,14,55,1
 Female,47,9,40,0
 Male,43,15,60,1
 Male,35,9,45,0
 Male,44,9,50,0
 Male,58,13,30,1
 Female,25,12,25,0
 Male,44,11,40,0
 Male,57,10,42,0
 Male,24,10,40,0
 Female,38,13,50,0
 Male,33,4,35,0
 Female,25,10,40,0
 Male,33,9,84,1
 Male,50,10,52,1
 Male,35,9,50,1
 Male,36,13,55,1
 Female,27,10,40,0
 Male,22,11,50,0
 Male,30,9,40,0
 Female,90,14,40,0
 Male,39,9,40,0
 Male,34,13,45,0
 Male,39,13,60,1
 Female,19,10,4,0
 Male,19,6,40,0
 Male,29,9,40,0
 Male,66,12,30,0
 Male,38,10,45,0
 Male,44,3,40,0
 Male,34,4,40,0
 Female,35,12,40,0
 Male,29,13,40,0
 Male,22,9,40,0
 Male,33,10,40,0
 Male,73,11,60,1
 Male,35,10,40,0
 Male,41,9,40,0
 Female,27,10,50,0
 Male,25,9,50,0
 Male,47,13,51,1
 Female,36,13,35,1
 Female,36,2,20,0
 Female,25,9,40,0
 Male,37,7,65,0
 Male,26,13,40,0
 Male,53,10,40,0
 Female,36,14,40,0
 Female,30,13,45,1
 Female,53,10,40,0
 Male,37,9,45,0
 Male,41,9,40,0
 Male,53,13,55,0
 Male,23,10,32,0
 Male,28,9,50,0
 Male,53,6,40,0
 Male,32,9,20,1
 Female,33,13,50,0
 Female,27,9,32,0
 Male,52,11,40,1
 Male,31,10,55,0
 Female,27,12,40,1
 Female,44,9,30,0
 Male,37,14,40,0
 Male,39,9,60,0
 Female,18,8,20,0
 Male,42,9,40,1
 Male,49,13,40,1
 Female,35,9,36,0
 Male,43,9,99,0
 Male,43,15,60,1
 Male,31,10,40,1
 Male,27,13,40,0
 Female,46,10,40,0
 Male,54,9,44,0
 Male,37,10,40,1
 Male,53,10,40,1
 Male,26,10,20,0
 Male,59,15,55,1
 Male,36,10,40,0
 Male,32,9,40,1
 Male,53,14,40,1
 Female,26,9,40,0
 Female,35,9,40,1
 Female,48,9,40,0
 Male,30,10,40,0
 Male,38,8,40,1
 Female,58,9,10,1
 Male,44,9,32,0
 Female,30,11,40,0
 Male,68,9,10,0
 Female,26,13,40,0
 Female,26,13,40,0
 Male,41,2,40,0
 Male,43,13,40,1
 Male,48,13,47,0
 Female,55,9,37,0
 Female,50,10,40,0
 Male,41,7,50,1
 Male,52,9,36,0
 Female,24,9,40,0
 Male,31,9,40,1
 Male,54,11,38,1
 Female,31,14,25,0
 Male,31,13,50,1
 Male,47,9,40,1
 Male,40,11,40,1
 Female,46,10,48,0
 Female,45,9,40,0
 Female,39,6,25,0
 Female,34,10,18,0
 Male,48,10,60,1
 Female,19,10,20,0
 Female,56,10,40,0
 Female,47,9,40,0
 Female,35,10,40,1
 Male,25,10,40,0
 Female,43,13,40,0
 Male,59,13,37,1
 Male,66,4,10,0
 Male,63,4,60,1
 Female,32,10,37,0
 Female,58,13,40,0
 Male,43,11,50,1
 Female,27,9,52,0
 Male,21,8,32,0
 Male,44,10,60,1
 Male,40,9,60,0
 Female,65,9,40,0
 Male,50,10,45,1
 Male,18,9,20,0
 Male,51,14,40,1
 Female,44,10,40,0
 Female,20,10,13,0
 Male,29,11,40,0
 Male,50,11,50,1
 Male,50,9,40,1
 Male,43,6,40,0
 Female,23,13,40,0
 Male,41,9,40,0
 Female,30,10,30,0
 Male,58,13,25,0
 Male,50,11,40,0
 Male,37,13,65,1
 Male,21,9,24,0
 Female,33,9,20,0
 Female,52,10,45,0
 Male,47,9,40,0
 Male,45,13,45,1
 Male,34,10,40,1
 Male,39,10,40,1
 Female,31,10,15,0
 Male,19,10,40,0
 Female,45,10,45,0
 Male,45,11,3,0
 Male,34,9,30,0
 Male,27,7,35,0
 Female,37,9,40,0
 Female,20,9,20,0
 Male,32,13,48,1
 Male,24,2,55,0
 Male,39,9,40,0
 Female,18,10,30,0
 Male,62,10,80,0
 Female,24,13,40,0
 Male,37,9,45,0
 Female,46,13,25,0
 Male,44,9,40,0
 Male,53,9,48,1
 Male,25,13,35,0
 Male,44,15,45,0
 Male,24,13,50,0
 Male,61,9,20,0
 Female,45,14,40,0
 Male,33,10,48,0
 Male,48,13,45,1
 Male,26,9,30,0
 Female,40,9,32,0
 Male,68,13,40,1
 Female,24,9,40,0
 Male,25,13,60,0
 Female,31,13,50,0
 Female,55,10,38,0
 Female,46,12,38,0
 Male,58,13,38,0
 Female,56,9,40,0
 Male,45,13,55,1
 Male,24,13,40,1
 Male,35,9,56,0
 Male,51,9,40,1
 Male,47,15,55,1
 Female,17,7,10,0
 Female,21,6,40,0
 Female,45,13,40,1
 Male,42,9,50,1
 Female,56,8,40,0
 Male,39,9,40,0
 Female,31,4,40,0
 Male,20,10,40,0
 Male,65,3,21,0
 Male,44,10,45,0
 Male,33,9,40,0
 Male,25,13,45,1
 Male,38,9,50,0
 Male,31,6,40,0
 Male,33,13,20,0
 Female,49,9,40,0
 Female,28,9,40,0
 Male,29,9,40,0
 Male,23,11,20,0
 Male,37,13,5,1
 Male,52,10,37,1
 Male,27,9,40,0
 Male,47,10,55,1
 Female,21,9,40,0
 Female,41,13,40,1
 Male,61,10,40,1
 Male,32,13,40,1
 Male,21,10,40,0
 Male,63,8,40,1
 Male,34,10,42,0
 Male,21,12,10,0
 Female,44,9,33,0
 Male,26,13,35,0
 Male,36,14,50,1
 Male,39,13,40,1
 Male,52,9,8,0
 Male,44,13,40,0
 Female,42,9,40,0
 Male,60,9,50,1
 Male,31,13,40,0
 Male,30,10,40,0
 Female,23,10,25,0
 Female,81,2,20,0
 Male,39,13,40,0
 Female,38,6,40,0
 Female,21,10,38,0
 Male,28,9,40,0
 Female,34,13,40,0
 Female,47,9,40,0
 Male,36,9,50,0
 Male,27,9,99,0
 Female,56,13,52,0
 Female,57,9,30,0
 Female,42,10,38,0
 Male,43,9,35,0
 Female,48,9,32,0
 Female,53,9,40,0
 Female,58,9,24,0
 Male,19,8,40,0
 Male,37,9,46,1
 Female,41,10,15,0
 Female,31,4,40,0
 Male,31,13,35,0
 Male,53,9,40,0
 Male,19,10,25,0
 Male,56,16,50,1
 Female,55,10,40,1
 Female,51,3,40,0
 Female,62,10,40,0
 Male,43,10,50,1
 Male,45,4,48,0
 Male,28,9,45,0
 Male,46,9,40,1
 Male,62,13,40,0
 Female,57,9,30,0
 Female,60,13,45,1
 Male,23,10,40,0
 Male,47,10,60,1
 Female,21,10,8,0
 Male,51,9,48,0
 Male,61,9,40,0
 Female,52,13,30,1
 Male,76,13,40,0
 Male,24,10,39,0
 Male,31,13,55,0
 Male,43,13,50,1
 Female,58,10,40,0
 Female,18,10,24,0
 Female,19,8,25,0
 Female,44,10,45,0
 Male,41,10,7,0
 Male,21,10,20,0
 Male,40,9,35,0
 Male,25,10,30,0
 Female,62,16,40,0
 Male,42,9,40,0
 Male,35,11,40,0
 Female,19,9,12,0
 Female,60,9,40,0
 Male,20,9,40,0
 Male,23,12,25,0
 Female,18,9,40,0
 Male,40,10,45,1
 Female,19,10,15,0
 Female,51,9,40,0
 Male,41,13,50,0
 Female,18,6,20,0
 Female,41,10,40,0
 Female,27,10,40,0
 Female,71,2,28,0
 Male,25,8,40,0
 Female,73,9,20,0
 Male,45,10,40,0
 Male,25,10,40,1
 Female,50,9,16,0
 Male,44,9,40,0
 Female,44,11,40,0
 Male,49,9,45,1
 Male,44,10,45,1
 Female,42,9,40,0
 Female,20,9,45,0
 Female,66,9,18,0
 Male,19,10,15,0
 Male,60,10,55,0
 Male,46,11,40,0
 Male,42,11,35,0
 Female,59,10,52,0
 Male,58,12,60,1
 Female,47,9,40,0
 Male,58,10,36,0
 Male,69,13,40,1
 Female,17,6,40,0
 Male,19,7,24,0
 Male,28,10,70,0
 Female,37,9,40,0
 Male,30,9,50,0
 Male,36,10,40,0
 Male,45,7,76,1
 Female,59,4,99,0
 Male,45,10,40,0
 Female,53,16,40,1
 Female,37,9,40,0
 Female,26,10,40,0
 Male,53,5,40,0
 Female,44,9,15,0
 Male,27,13,40,0
 Male,22,10,40,0
 Male,41,9,40,0
 Male,53,9,40,0
 Male,58,9,40,0
 Female,34,8,53,0
 Male,32,13,60,1
 Male,32,10,38,0
 Female,47,14,40,1
 Male,27,9,40,0
 Male,25,10,40,0
 Female,40,6,40,0
 Male,36,10,92,0
 Male,23,9,40,0
 Male,44,5,40,0
 Male,19,9,60,0
 Male,42,13,40,0
 Male,60,10,15,0
 Male,41,9,45,1
 Female,45,9,40,0
 Male,67,3,49,0
 Male,36,13,48,0
 Female,52,14,40,0
 Male,28,16,18,0
 Male,83,9,20,0
 Male,17,7,20,0
 Male,27,11,40,0
 Male,35,11,60,0
 Female,40,10,40,0
 Female,23,12,25,0
 Male,51,7,40,0
 Male,51,2,54,0
 Male,82,6,20,0
 Female,28,9,45,0
 Male,53,9,50,1
 Female,29,13,35,0
 Male,19,9,45,0
 Female,30,13,50,0
 Female,23,4,40,0
 Male,66,13,15,1
 Male,27,7,40,0
 Male,35,9,40,0
 Male,17,8,15,0
 Male,27,9,40,0
 Male,27,15,50,0
 Female,44,13,40,1
 Male,64,9,16,0
 Female,62,9,15,0
 Male,26,10,40,0
 Male,40,9,40,0
 Male,40,16,40,1
 Female,35,9,40,0
 Male,25,13,40,0
 Female,52,10,24,0
 Female,46,10,40,1
 Male,30,9,40,0
 Male,52,10,40,1
 Male,28,9,40,0
 Female,17,6,25,0
 Female,46,10,40,0
 Male,45,13,40,1
 Female,21,10,32,0
 Female,18,9,40,0
 Male,17,7,15,0
 Female,90,10,37,0
 Male,23,10,40,0
 Male,41,13,40,1
 Male,19,10,50,0
 Male,69,9,40,0
 Female,23,12,32,0
 Male,28,10,54,0
 Male,37,12,45,1
 Male,57,9,30,0
 Male,30,10,40,0
 Female,48,9,40,0
 Female,73,9,32,0
 Male,25,3,40,0
 Male,33,14,40,1
 Male,36,9,40,0
 Male,28,9,40,0
 Female,57,9,40,0
 Female,31,10,40,0
 Male,35,5,38,0
 Female,40,9,48,0
 Female,32,10,40,0
 Male,35,13,40,0
 Female,26,9,40,0
 Female,27,10,40,0
 Female,17,6,18,0
 Female,29,10,40,0
 Female,18,7,30,0
 Male,20,10,30,0
 Male,69,9,24,0
 Female,18,10,40,0
 Female,56,9,40,0
 Female,40,10,8,0
 Male,46,10,40,0
 Male,41,8,40,0
 Female,53,10,40,0
 Male,50,14,50,1
 Male,23,7,50,0
 Male,40,13,40,1
 Male,54,10,40,1
 Female,45,10,40,0
 Male,53,9,40,1
 Male,17,7,20,0
 Female,50,13,40,1
 Male,22,13,25,0
 Male,30,13,40,0
 Male,40,13,40,0
 Male,36,14,40,0
 Male,25,12,50,0
 Male,29,9,40,0
 Male,29,13,50,0
 Female,22,13,40,0
 Female,56,13,50,0
 Male,60,14,40,1
 Male,37,9,50,0
 Female,53,4,40,0
 Female,23,10,20,0
 Female,18,9,10,0
 Female,36,10,45,0
 Male,67,9,50,1
 Male,31,9,60,0
 Male,26,13,48,1
 Female,18,7,20,0
 Female,45,14,40,0
 Male,64,7,40,0
 Female,26,9,38,0
 Female,53,10,40,0
 Male,27,9,28,0
 Male,32,10,40,0
 Female,49,9,30,1
 Male,59,6,40,1
 Male,44,14,55,1
 Male,61,9,60,0
 Female,41,9,40,0
 Female,46,9,37,0
 Male,32,9,40,0
 Female,29,9,35,0
 Male,48,14,40,0
 Female,32,10,30,0
 Female,21,9,35,0
 Male,50,15,50,1
 Male,44,14,44,1
 Female,51,9,40,0
 Male,42,9,40,1
 Female,27,13,40,0
 Male,70,9,3,0
 Female,33,9,40,0
 Male,65,9,60,1
 Male,39,14,40,0
 Male,32,9,40,0
 Female,30,10,40,0
 Male,43,10,40,0
 Male,31,5,40,0
 Female,64,13,40,0
 Male,37,10,52,0
 Male,49,9,40,0
 Male,29,7,48,0
 Male,35,9,40,0
 Male,37,12,45,0
 Male,42,14,50,1
 Male,21,10,40,0
 Male,23,12,40,0
 Female,35,9,40,0
 Male,29,11,40,1
 Female,23,10,25,0
 Female,21,10,20,0
 Male,45,13,40,0
 Male,24,13,50,0
 Male,38,9,50,0
 Female,28,6,38,0
 Female,23,9,48,0
 Male,39,13,60,0
 Male,45,14,50,1
 Female,68,12,43,0
 Male,60,11,40,1
 Female,38,16,40,1
 Male,41,8,40,0
 Male,48,9,40,0
 Male,33,9,40,0
 Male,48,11,40,0
 Female,23,10,20,0
 Male,26,5,45,0
 Male,55,13,50,1
 Male,35,14,75,0
 Male,52,10,55,1
 Female,46,9,38,0
 Male,72,9,1,0
 Female,18,9,30,0
 Male,62,9,40,0
 Female,22,10,30,0
 Female,40,10,40,1
 Male,26,10,50,0
 Female,35,12,36,0
 Female,25,9,40,0
 Female,46,11,35,1
 Male,39,13,50,1
 Male,41,10,45,1
 Male,59,13,40,1
 Male,37,9,40,0
 Male,38,10,43,0
 Male,33,13,40,0
 Female,23,12,40,0
 Male,67,14,2,1
 Female,60,13,48,1
 Male,39,13,50,1
 Male,32,9,60,1
 Female,26,13,45,0
 Female,39,9,50,0
 Female,28,10,40,0
 Female,29,7,52,0
 Male,43,11,50,0
 Male,23,10,25,0
 Male,32,13,45,1
 Female,33,10,60,1
 Female,45,9,35,0
 Male,48,9,40,0
 Male,43,15,45,1
 Male,50,9,40,1
 Male,63,13,40,1
 Male,55,9,40,1
 Female,22,13,35,0
 Male,32,9,60,0
 Male,27,12,55,0
 Female,22,13,15,0
 Male,44,9,68,0
 Female,34,9,40,0
 Female,28,9,40,0
 Female,40,14,24,1
 Male,45,10,55,0
 Male,17,6,15,0
 Male,53,8,45,0
 Male,58,12,40,1
 Male,55,9,35,0
 Male,44,11,44,0
 Male,40,9,30,0
 Male,58,14,50,0
 Male,38,9,40,1
 Female,62,5,22,0
 Male,31,11,38,0
 Male,31,7,40,0
 Male,30,9,45,0
 Female,37,9,40,0
 Male,38,9,40,0
 Male,58,8,40,0
 Male,30,13,50,1
 Female,28,11,40,0
 Female,46,10,70,0
 Female,34,13,40,0
 Male,39,10,99,0
 Female,61,10,20,0
 Female,30,11,40,0
 Female,31,9,40,0
 Male,21,9,40,0
 Male,50,9,58,0
 Male,47,9,33,0
 Male,20,9,40,0
 Female,23,13,30,0
 Female,46,2,40,0
 Male,20,9,45,0
 Male,33,13,50,1
 Female,30,10,30,0
 Female,43,10,40,0
 Male,23,10,60,0
 Male,34,13,50,1
 Male,25,10,40,0
 Female,50,9,40,1
 Female,44,14,24,1
 Female,26,10,40,0
 Female,35,16,80,1
 Male,48,9,15,0
 Male,26,9,40,0
 Female,41,14,40,0
 Male,25,13,40,0
 Female,33,11,55,0
 Female,24,13,40,0
 Female,31,13,40,0
 Female,24,12,2,0
 Female,41,5,40,0
 Male,38,10,45,0
 Male,19,9,40,0
 Male,19,9,40,0
 Male,24,9,40,0
 Male,59,13,40,0
 Male,67,14,55,1
 Male,49,6,40,0
 Male,35,11,40,1
 Male,44,10,45,1
 Male,58,10,40,1
 Male,22,12,60,0
 Male,21,10,10,0
 Male,50,10,50,0
 Male,44,12,48,0
 Male,36,10,40,0
 Male,30,10,48,1
 Male,52,9,40,1
 Male,35,9,90,0
 Male,48,11,48,0
 Male,23,9,40,0
 Male,37,14,50,0
 Male,44,14,55,1
 Male,44,9,50,1
 Male,36,13,40,0
 Male,26,10,12,0
 Male,31,13,45,1
 Male,23,9,12,0
 Male,29,9,50,0
 Female,53,9,40,0
 Male,52,11,40,0
 Male,55,9,40,1
 Male,31,6,40,0
 Female,19,9,16,0
 Female,64,9,30,0
 Male,55,9,40,0
 Male,48,14,55,1
 Female,20,9,40,0
 Female,50,9,30,1
 Male,45,13,51,0
 Male,17,6,10,0
 Female,38,9,25,0
 Female,43,9,40,1
 Male,22,9,30,0
 Female,63,9,40,0
 Male,36,13,45,0
 Male,56,13,50,1
 Male,43,15,40,0
 Male,41,13,45,1
 Female,41,9,40,0
 Male,36,13,45,0
 Male,59,16,50,1
 Male,46,12,44,1
 Female,23,13,36,0
 Male,46,10,20,0
 Male,53,13,40,1
 Male,47,9,56,0
 Female,46,14,40,0
 Male,47,9,56,1
 Male,29,9,30,1
 Female,32,11,40,0
 Male,90,9,40,0
 Male,63,13,49,0
 Male,23,11,40,0
 Male,76,13,30,0
 Female,23,11,40,0
 Female,44,10,30,1
 Female,81,6,28,0
 Female,17,6,12,0
 Male,56,11,40,1
 Male,58,6,40,0
 Male,45,13,45,1
 Male,25,9,40,0
 Female,36,13,35,1
 Female,32,11,24,1
 Male,25,9,30,0
 Male,29,10,40,1
 Male,23,9,60,0
 Male,41,14,55,1
 Male,48,13,40,1
 Male,29,9,60,0
 Male,27,14,20,0
 Male,55,10,40,0
 Male,30,7,40,0
 Female,45,10,40,0
 Male,50,9,40,0
 Male,22,9,50,0
 Female,80,9,32,0
 Male,30,9,44,0
 Female,20,10,20,0
 Male,29,9,35,0
 Male,56,10,40,0
 Male,63,13,40,0
 Male,20,9,40,0
 Female,38,9,40,0
 Male,31,9,40,0
 Male,21,10,35,0
 Male,47,6,46,1
 Female,25,13,40,0
 Female,31,10,38,0
 Female,28,9,40,0
 Male,38,9,99,0
 Male,30,13,40,0
 Male,39,9,40,1
 Female,27,13,36,0
 Female,26,10,40,0
 Female,47,9,40,0
 Male,27,9,50,0
 Male,43,10,32,0
 Male,32,13,55,0
 Male,20,10,30,0
 Female,21,8,20,0
 Male,32,11,40,0
 Male,37,11,48,0
 Male,45,9,40,0
 Male,37,12,40,1
 Female,54,5,15,0
 Male,24,13,25,0
 Male,28,7,30,0
 Male,23,10,40,0
 Male,54,9,40,0
 Male,40,9,40,1
 Male,38,10,48,1
 Male,71,6,40,0
 Female,51,10,40,0
 Male,52,10,5,0
 Female,30,13,40,0
 Male,34,9,40,1
 Female,38,6,40,0
 Female,43,11,40,1
 Male,43,7,42,0
 Male,36,10,40,1
 Female,24,10,40,0
 Male,29,2,40,0
 Female,55,6,40,0
 Male,51,14,60,1
 Female,43,9,40,0
 Male,28,9,40,0
 Male,54,12,45,0
 Male,47,10,40,1
 Male,47,13,55,1
 Male,47,10,57,1
 Female,38,10,35,0
 Male,60,3,40,0
 Female,19,9,25,0
 Female,22,10,25,0
 Male,55,14,40,1
 Female,44,10,35,0
 Male,53,2,67,1
 Female,44,14,40,1
 Male,28,13,50,0
 Female,30,10,40,0
 Female,39,9,40,0
 Female,43,9,40,0
 Female,24,13,40,0
 Male,27,11,56,0
 Male,64,3,70,0
 Male,41,10,40,1
 Male,28,9,40,0
 Male,61,9,30,0
 Female,27,7,40,0
 Female,49,10,32,0
 Male,20,10,40,0
 Female,41,13,40,0
 Male,28,9,40,0
 Male,36,9,40,0
 Male,44,13,40,0
 Female,51,13,20,1
 Female,40,10,38,0
 Female,19,9,40,0
 Female,54,10,40,0
 Male,55,9,40,0
 Female,57,11,40,0
 Female,29,10,30,0
 Female,51,9,43,0
 Male,44,9,37,0
 Male,35,11,42,0
 Male,40,9,40,0
 Female,46,4,32,0
